"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type","name_winery_region"
"St. Henri Shiraz 2013","Australia","South Australia","Penfolds",4.4,1165,109.13,2013,"Red","St. Henri Shiraz 2013 - Penfolds, South Australia"
"Pinot Noir 2016","United States","Dundee Hills","Domaine Drouhin",4.2,1166,54.59,2016,"Red","Pinot Noir 2016 - Domaine Drouhin, Dundee Hills"
"Negru de Purcari 2015","Moldova","South Eastern","Château Purcari",4.4,1168,98.98,2015,"Red","Negru de Purcari 2015 - Château Purcari, South Eastern"
"Oakville Cabernet Sauvignon 2014","United States","Oakville","Robert Mondavi",4.2,1168,55.79,2014,"Red","Oakville Cabernet Sauvignon 2014 - Robert Mondavi, Oakville"
"Douro Reserva Red 2016","Portugal","Douro","Quinta do Portal",4,1169,21.05,2016,"Red","Douro Reserva Red 2016 - Quinta do Portal, Douro"
"Saint-Julien (Grand Cru Classé) 2010","France","Saint-Julien","Château Branaire-Ducru",4.2,1169,87.24,2010,"Red","Saint-Julien (Grand Cru Classé) 2010 - Château Branaire-Ducru, Saint-Julien"
"Saint-Julien (Grand Cru Classé) 2001","France","Saint-Julien","Château Léoville Barton",4.3,1169,108.95,2001,"Red","Saint-Julien (Grand Cru Classé) 2001 - Château Léoville Barton, Saint-Julien"
"Reserva de Familia Syrah 2014","Spain","Lanzarote","El Grifo",4.2,117,33.95,2014,"Red","Reserva de Familia Syrah 2014 - El Grifo, Lanzarote"
"Oberbergener Bassgeige Spätburgunder 2017","Germany","Baden","Franz Keller",3.6,117,14.7,2017,"Red","Oberbergener Bassgeige Spätburgunder 2017 - Franz Keller, Baden"
"Brolo del Figaretto Amarone della Valpolicella Valpantena 2015","Italy","Amarone della Valpolicella Valpantena","Corte Figaretto",4.2,117,29.5,2015,"Red","Brolo del Figaretto Amarone della Valpolicella Valpantena 2015 - Corte Figaretto, Amarone della Valpolicella Valpantena"
"La Nieta 2007","Spain","Rioja","Viñedos de Páganos",4.6,117,83.95,2007,"Red","La Nieta 2007 - Viñedos de Páganos, Rioja"
"Merlot 2014","United States","California","Woodhaven",3.7,117,8.41,2014,"Red","Merlot 2014 - Woodhaven, California"
"Èrema 2016","Italy","Isola dei Nuraghi","Siddura",3.8,117,14.57,2016,"Red","Èrema 2016 - Siddura, Isola dei Nuraghi"
"Saint-Julien (Grand Cru Classé) 2017","France","Saint-Julien","Château Léoville Poyferré",3.9,117,86.76,2017,"Red","Saint-Julien (Grand Cru Classé) 2017 - Château Léoville Poyferré, Saint-Julien"
"Vigna di Sessina Chianti Classico Gran Selezione 2015","Italy","Chianti Classico","Dievole",4.4,117,42,2015,"Red","Vigna di Sessina Chianti Classico Gran Selezione 2015 - Dievole, Chianti Classico"
"Bardolino Classico 2018","Italy","Bardolino Classico","Lenotti",3.5,117,4.7,2018,"Red","Bardolino Classico 2018 - Lenotti, Bardolino Classico"
"Reserva Cabernet Sauvignon 2013","Brazil","Serra Gaúcha","Don Guerino",3.3,117,12.62,2013,"Red","Reserva Cabernet Sauvignon 2013 - Don Guerino, Serra Gaúcha"
"Brauneberger Klostergarten Pinot Noir*** 2014","Germany","Mosel","Markus Molitor",4,117,38.79,2014,"Red","Brauneberger Klostergarten Pinot Noir*** 2014 - Markus Molitor, Mosel"
"Valpolicella Ripasso Classico Superiore Il Vegro 2017","Italy","Valpolicella","Brigaldara",3.8,117,13.4,2017,"Red","Valpolicella Ripasso Classico Superiore Il Vegro 2017 - Brigaldara, Valpolicella"
"Barbera d'Alba 2016","Italy","Langhe","Franco Molino",4.1,117,11.9,2016,"Red","Barbera d'Alba 2016 - Franco Molino, Langhe"
"Reserva Cabernet Sauvignon 2014","Spain","Valdepeñas","Viña Albali",3.4,117,5.99,2014,"Red","Reserva Cabernet Sauvignon 2014 - Viña Albali, Valdepeñas"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2014","France","Saint-Émilion Grand Cru","Château La Serre",3.8,117,46.79,2014,"Red","Saint-Émilion Grand Cru (Grand Cru Classé) 2014 - Château La Serre, Saint-Émilion Grand Cru"
"Spätburgunder 2017","Germany","Baden","Shelter Winery",3.6,117,10.95,2017,"Red","Spätburgunder 2017 - Shelter Winery, Baden"
"Giorgio 2011","South Africa","Stellenbosch","Dalla Cia",4.2,117,59,2011,"Red","Giorgio 2011 - Dalla Cia, Stellenbosch"
"Rioja Gran Reserva 2011","Spain","Rioja","Marqués de Riscal",4.1,1170,41.04,2011,"Red","Rioja Gran Reserva 2011 - Marqués de Riscal, Rioja"
"Margaux (Grand Cru Classé) 2005","France","Margaux","Château Brane-Cantenac",4.4,1171,119.95,2005,"Red","Margaux (Grand Cru Classé) 2005 - Château Brane-Cantenac, Margaux"
"Montefalco Rosso 2016","Italy","Montefalco","Arnaldo-Caprai",3.7,1171,14.54,2016,"Red","Montefalco Rosso 2016 - Arnaldo-Caprai, Montefalco"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005","France","Saint-Émilion Grand Cru","Château Figeac",4.5,1172,239.95,2005,"Red","Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005 - Château Figeac, Saint-Émilion Grand Cru"
"Toscana 2015","Italy","Toscana","Tenuta Castiglioni",3.9,1174,38.5,2015,"Red","Toscana 2015 - Tenuta Castiglioni, Toscana"
"The Stump Jump Grenache - Shiraz - Mourvedre 2016","Australia","McLaren Vale","d'Arenberg",3.6,1177,8.5,2016,"Red","The Stump Jump Grenache - Shiraz - Mourvedre 2016 - d'Arenberg, McLaren Vale"
"Finca Alejandro 2013","Spain","Castilla y León","Dehesa La Granja",3.8,1177,9.99,2013,"Red","Finca Alejandro 2013 - Dehesa La Granja, Castilla y León"
"Chianti Classico Riserva 2013","Italy","Chianti Classico","Brancaia",3.9,1178,18.5,2013,"Red","Chianti Classico Riserva 2013 - Brancaia, Chianti Classico"
"Puro Corte 2018","Argentina","Mendoza","Dieter Meier",3.9,118,14.89,2018,"Red","Puro Corte 2018 - Dieter Meier, Mendoza"
"Bardolino 2018","Italy","Bardolino","Cantina di Custoza",3.5,118,5.5,2018,"Red","Bardolino 2018 - Cantina di Custoza, Bardolino"
"La Baronnie Madeleine Chinon 2015","France","Chinon","Couly-Dutheil",3.8,118,16.69,2015,"Red","La Baronnie Madeleine Chinon 2015 - Couly-Dutheil, Chinon"
"Lagrein Schweizer 2017","Italy","Südtirol - Alto Adige","Franz Haas",3.8,118,24.46,2017,"Red","Lagrein Schweizer 2017 - Franz Haas, Südtirol - Alto Adige"
"Vindoro Negroamaro 2016","Italy","Salento","San Marzano",4.3,118,18.9,2016,"Red","Vindoro Negroamaro 2016 - San Marzano, Salento"
"Sasyr Sangiovese - Syrah Toscana 2016","Italy","Toscana","Rocca delle Macìe",3.9,118,9.26,2016,"Red","Sasyr Sangiovese - Syrah Toscana 2016 - Rocca delle Macìe, Toscana"
"Frans Malan Cape Blend 2016","South Africa","Stellenbosch","Simonsig",4.2,118,19.95,2016,"Red","Frans Malan Cape Blend 2016 - Simonsig, Stellenbosch"
"Barolo Brunate 2015","Italy","Barolo","Ceretto",4.2,118,128.91,2015,"Red","Barolo Brunate 2015 - Ceretto, Barolo"
"Toscana Merlot 2013","Italy","Toscana","Danzante",3.5,118,10.69,2013,"Red","Toscana Merlot 2013 - Danzante, Toscana"
"Saint Hilaire Vineyard Pinot Noir Réserve 2017","France","Pays d'Oc","Paul Mas",3.5,118,7.79,2017,"Red","Saint Hilaire Vineyard Pinot Noir Réserve 2017 - Paul Mas, Pays d'Oc"
"Morellino di Scansano 2016","Italy","Morellino di Scansano","Aia Vecchia",3.6,118,8.72,2016,"Red","Morellino di Scansano 2016 - Aia Vecchia, Morellino di Scansano"
"Barbaresco Bernardot 2014","Italy","Barbaresco","Ceretto",4.1,118,89,2014,"Red","Barbaresco Bernardot 2014 - Ceretto, Barbaresco"
"Margaux 2005","France","Margaux","Château La Gurgue",4,118,39.95,2005,"Red","Margaux 2005 - Château La Gurgue, Margaux"
"Merlot 2018","South Africa","Swartland","Leopard’s Leap",3.3,118,7.75,2018,"Red","Merlot 2018 - Leopard’s Leap, Swartland"
"Barolo Castiglione 2014","Italy","Barolo","Vietti",4.1,1180,43.87,2014,"Red","Barolo Castiglione 2014 - Vietti, Barolo"
"Pinot Noir 2017","New Zealand","Marlborough","Brancott Estate",3.3,1180,10.21,2017,"Red","Pinot Noir 2017 - Brancott Estate, Marlborough"
"Saint-Julien (Grand Cru Classé) 2005","France","Saint-Julien","Château Beychevelle",4.4,1182,129.95,2005,"Red","Saint-Julien (Grand Cru Classé) 2005 - Château Beychevelle, Saint-Julien"
"Evenstad Reserve Pinot Noir 2013","United States","Willamette Valley","Domaine Serene",4.3,1182,108.46,2013,"Red","Evenstad Reserve Pinot Noir 2013 - Domaine Serene, Willamette Valley"
"Submission Cabernet Sauvignon 2017","United States","California","689 - Six Eight Nine",3.9,1186,15.4,2017,"Red","Submission Cabernet Sauvignon 2017 - 689 - Six Eight Nine, California"
"Médoc 2009","France","Médoc","Château La Cardonne",3.8,1187,25.92,2009,"Red","Médoc 2009 - Château La Cardonne, Médoc"
"Signature Pinotage 2018","South Africa","Western Cape","Spier",3.6,1188,6.5,2018,"Red","Signature Pinotage 2018 - Spier, Western Cape"
"Bolgheri Superiore 2015","Italy","Bolgheri Superiore","Grattamacco",4.2,1188,55.19,2015,"Red","Bolgheri Superiore 2015 - Grattamacco, Bolgheri Superiore"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Biscardo",4.3,1189,26.06,2015,"Red","Amarone della Valpolicella Classico 2015 - Biscardo, Amarone della Valpolicella Classico"
"Bosan Riserva Amarone della Valpolicella Classico 2008","Italy","Amarone della Valpolicella Classico","Cesari",4.2,119,56,2008,"Red","Bosan Riserva Amarone della Valpolicella Classico 2008 - Cesari, Amarone della Valpolicella Classico"
"Nebbiolo Coste Della Sesia 2017","Italy","Coste della Sesia","Travaglini",3.6,119,18.7,2017,"Red","Nebbiolo Coste Della Sesia 2017 - Travaglini, Coste della Sesia"
"Sister Moon 2015","Italy","Toscana","Tenuta Il Palagio",4.2,119,42.95,2015,"Red","Sister Moon 2015 - Tenuta Il Palagio, Toscana"
"Vat 9 Shiraz 2011","Australia","Hunter Valley","Tyrrell's",3.9,119,33.92,2011,"Red","Vat 9 Shiraz 2011 - Tyrrell's, Hunter Valley"
"GSM 2017","France","Vin de France","Maison de La Villette",4,119,6.6,2017,"Red","GSM 2017 - Maison de La Villette, Vin de France"
"Pomerol 2005","France","Pomerol","Clos l'Eglise",4.4,119,139.95,2005,"Red","Pomerol 2005 - Clos l'Eglise, Pomerol"
"Tribu Merlot 2016","Argentina","Maipu","Trivento",3.1,119,8.67,2016,"Red","Tribu Merlot 2016 - Trivento, Maipu"
"Aconcagua Valley 2017","Chile","Aconcagua Valley","Sena",4.3,119,106.15,2017,"Red","Aconcagua Valley 2017 - Sena, Aconcagua Valley"
"Zweigelt 2018","Austria","Burgenland","Judith Beck",3.6,119,10.6,2018,"Red","Zweigelt 2018 - Judith Beck, Burgenland"
"Macán Clásico 2016","Spain","Rioja","Benjamin de Rothschild - Vega Sicilia",4.2,119,38.5,2016,"Red","Macán Clásico 2016 - Benjamin de Rothschild - Vega Sicilia, Rioja"
"Gevrey-Chambertin 2016","France","Gevrey-Chambertin","Joseph Drouhin",4.1,119,48.64,2016,"Red","Gevrey-Chambertin 2016 - Joseph Drouhin, Gevrey-Chambertin"
"Pessac-Léognan (Grand Cru Classé de Graves) 2017","France","Pessac-Léognan","Château Pape Clément",4,119,102.35,2017,"Red","Pessac-Léognan (Grand Cru Classé de Graves) 2017 - Château Pape Clément, Pessac-Léognan"
"Le Clos des Fées (Hervé Bizeul) 2015","France","Côtes du Roussillon","Domaine du Clos des Fées",4.2,119,38.89,2015,"Red","Le Clos des Fées (Hervé Bizeul) 2015 - Domaine du Clos des Fées, Côtes du Roussillon"
"Mont du Toit 2007","South Africa","Wellington","Mont du Toit",4.1,119,54,2007,"Red","Mont du Toit 2007 - Mont du Toit, Wellington"
"Saga Médoc 2015","France","Médoc","Barons de Rothschild (Lafite)",3.9,119,10.25,2015,"Red","Saga Médoc 2015 - Barons de Rothschild (Lafite), Médoc"
"Valpolicella Ripasso (Classico Superiore) 2017","Italy","Valpolicella Ripasso","Tommasi",4.1,119,16.9,2017,"Red","Valpolicella Ripasso (Classico Superiore) 2017 - Tommasi, Valpolicella Ripasso"
"Il Passo Nerello Mascalese 2018","Italy","Terre Siciliane","Zabu",3.7,119,7.5,2018,"Red","Il Passo Nerello Mascalese 2018 - Zabu, Terre Siciliane"
"Les Dentelles Côtes du Roussillon Villages 2015","France","Côtes du Roussillon Villages","Thunevin-Calvet",3.7,119,31.19,2015,"Red","Les Dentelles Côtes du Roussillon Villages 2015 - Thunevin-Calvet, Côtes du Roussillon Villages"
"Maremma Toscana Le Sughere di Frassinello 2015","Italy","Maremma Toscana","Rocca di Frassinello",3.9,1190,19.9,2015,"Red","Maremma Toscana Le Sughere di Frassinello 2015 - Rocca di Frassinello, Maremma Toscana"
"Barrel Selection Malbec 2018","Argentina","Uco Valley","Salentein",4.1,1192,12.89,2018,"Red","Barrel Selection Malbec 2018 - Salentein, Uco Valley"
"Rioja Reserva (Tempranillo) 2015","Spain","Rioja","Ramón Bilbao",4,1192,10.49,2015,"Red","Rioja Reserva (Tempranillo) 2015 - Ramón Bilbao, Rioja"
"Malbec 2018","Argentina","Mendoza","Alamos",3.7,11920,8.4,2018,"Red","Malbec 2018 - Alamos, Mendoza"
"Rubicon 2016","South Africa","Stellenbosch","Meerlust",4.3,1193,26.9,2016,"Red","Rubicon 2016 - Meerlust, Stellenbosch"
"Paula Malbec 2018","Argentina","Lujan de Cuyo","Doña Paula",3.4,1194,6.73,2018,"Red","Paula Malbec 2018 - Doña Paula, Lujan de Cuyo"
"Hermitage 'La Maison Bleue' 2017","France","Hermitage","Paul Jaboulet Aîné",4.1,120,77.35,2017,"Red","Hermitage 'La Maison Bleue' 2017 - Paul Jaboulet Aîné, Hermitage"
"Aviator Blaufränkisch 2017","Austria","Neusiedlersee","Keringer",4,120,11.6,2017,"Red","Aviator Blaufränkisch 2017 - Keringer, Neusiedlersee"
"Syrah Reserva 2017","Chile","Central Valley","Escudo Rojo",3.4,120,12.5,2017,"Red","Syrah Reserva 2017 - Escudo Rojo, Central Valley"
"Poggio Valente 2014","Italy","Toscana","Fattoria le Pupille",3.8,120,26.9,2014,"Red","Poggio Valente 2014 - Fattoria le Pupille, Toscana"
"Primitivo 2018","Italy","Salento","Feudo Croce",3.8,120,9.95,2018,"Red","Primitivo 2018 - Feudo Croce, Salento"
"Prestige Saint-Drézéry Rouge 2018","France","Saint-Drézéry","Château Puech-Haut",4.2,120,16.85,2018,"Red","Prestige Saint-Drézéry Rouge 2018 - Château Puech-Haut, Saint-Drézéry"
"Pinotage Reserve 2018","South Africa","Durbanville","Diemersdal",4.1,120,19.25,2018,"Red","Pinotage Reserve 2018 - Diemersdal, Durbanville"
"Cabernet Sauvignon - Merlot 2015","Slovenia","Podravje","Puklavec Family Wines",3,120,7.65,2015,"Red","Cabernet Sauvignon - Merlot 2015 - Puklavec Family Wines, Podravje"
"Merlot - Corvina 2018","Italy","Veneto","Corte Giara",3.4,120,6.44,2018,"Red","Merlot - Corvina 2018 - Corte Giara, Veneto"
"Atrium Merlot 2018","Spain","Penedès","Torres",3.8,120,10.5,2018,"Red","Atrium Merlot 2018 - Torres, Penedès"
"Cabernet Sauvignon (The Churchyard) 2018","South Africa","Franschhoek","Franschhoek Cellar",3.6,120,8.5,2018,"Red","Cabernet Sauvignon (The Churchyard) 2018 - Franschhoek Cellar, Franschhoek"
"Rosso di Montepulciano 2016","Italy","Rosso di Montepulciano","Talosa",3.4,120,12.19,2016,"Red","Rosso di Montepulciano 2016 - Talosa, Rosso di Montepulciano"
"La Chenade Lalande de Pomerol 2015","France","Lalande-de-Pomerol","Denis Durantou",4,120,28.83,2015,"Red","La Chenade Lalande de Pomerol 2015 - Denis Durantou, Lalande-de-Pomerol"
"Appellation Syrah 2017","Argentina","Pedernal Valley","Pyros",3.8,120,13.95,2017,"Red","Appellation Syrah 2017 - Pyros, Pedernal Valley"
"Sot Nebbiolo d'Alba 2015","Italy","Nebbiolo d'Alba","Pelassa",3.7,120,15.99,2015,"Red","Sot Nebbiolo d'Alba 2015 - Pelassa, Nebbiolo d'Alba"
"Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Villa Poggio Salvi",3.7,120,13.99,2017,"Red","Rosso di Montalcino 2017 - Villa Poggio Salvi, Rosso di Montalcino"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016","France","Saint-Émilion Grand Cru","Château Beau-Sejour Becot",4.1,120,85,2016,"Red","Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016 - Château Beau-Sejour Becot, Saint-Émilion Grand Cru"
"Anaperenna 2017","Australia","Barossa Valley","Glaetzer",4.2,120,44.99,2017,"Red","Anaperenna 2017 - Glaetzer, Barossa Valley"
"1270 A Vuit Red 2013","Spain","Priorat","Hidalgo Albert",3.7,120,29.25,2013,"Red","1270 A Vuit Red 2013 - Hidalgo Albert, Priorat"
"La Garnacha Olvidada de Aragón 2017","Spain","Aragón","Proyecto Garnachas de España",3.7,120,13.95,2017,"Red","La Garnacha Olvidada de Aragón 2017 - Proyecto Garnachas de España, Aragón"
"Dolcetto d'Alba 2017","Italy","Dolcetto d'Alba","Borgogno",3.8,120,13.95,2017,"Red","Dolcetto d'Alba 2017 - Borgogno, Dolcetto d'Alba"
"Médoc 2005","France","Médoc","Château d'Escurac",3.7,120,25.95,2005,"Red","Médoc 2005 - Château d'Escurac, Médoc"
"Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Nobile delle Rocche",3.6,120,4.95,2018,"Red","Montepulciano d'Abruzzo 2018 - Nobile delle Rocche, Montepulciano d'Abruzzo"
"Les Hauts de Naudon Bordeaux Supérieur 2016","France","Bordeaux Supérieur","Château Pierrail",3.8,120,8.95,2016,"Red","Les Hauts de Naudon Bordeaux Supérieur 2016 - Château Pierrail, Bordeaux Supérieur"
"Winemaker's Selection Tinto 2018","Portugal","Lisboa","Portada",3.7,1202,5.74,2018,"Red","Winemaker's Selection Tinto 2018 - Portada, Lisboa"
"Salmos 2016","Spain","Priorat","Torres",4.2,1203,23.49,2016,"Red","Salmos 2016 - Torres, Priorat"
"Capitel San Rocco Valpolicella Ripasso Superiore 2016","Italy","Valpolicella Ripasso","Tedeschi",3.8,1205,14.2,2016,"Red","Capitel San Rocco Valpolicella Ripasso Superiore 2016 - Tedeschi, Valpolicella Ripasso"
"Crianza Rioja 2016","Spain","Rioja","Ramón Bilbao",3.9,12079,8.6,2016,"Red","Crianza Rioja 2016 - Ramón Bilbao, Rioja"
"Saint-Estèphe (Grand Cru Classé) 2012","France","Saint-Estèphe","Château Montrose",4.2,1208,106.25,2012,"Red","Saint-Estèphe (Grand Cru Classé) 2012 - Château Montrose, Saint-Estèphe"
"Pinotage 2016","South Africa","Stellenbosch","Kanonkop",4.2,1208,39.19,2016,"Red","Pinotage 2016 - Kanonkop, Stellenbosch"
"Sorì dei Mori Barbera d'Asti 2018","Italy","Barbera d'Asti","Vinchio - Vaglio Serra",3.1,121,8.9,2018,"Red","Sorì dei Mori Barbera d'Asti 2018 - Vinchio - Vaglio Serra, Barbera d'Asti"
"Margaux (Grand Cru Classé) 2016","France","Margaux","Château Marquis d'Alesme",4.1,121,53.61,2016,"Red","Margaux (Grand Cru Classé) 2016 - Château Marquis d'Alesme, Margaux"
"Pinotage 2018","South Africa","Stellenbosch","Stellenrust",3.6,121,8.72,2018,"Red","Pinotage 2018 - Stellenrust, Stellenbosch"
"I Bastioni Chianti Classico 2017","Italy","Chianti Classico","Collazzi",3.8,121,15.42,2017,"Red","I Bastioni Chianti Classico 2017 - Collazzi, Chianti Classico"
"4 20 Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Torri",3.8,121,8.9,2018,"Red","4 20 Montepulciano d'Abruzzo 2018 - Torri, Montepulciano d'Abruzzo"
"Pinotage 2016","South Africa","Stellenbosch","Anura",3.8,121,12.6,2016,"Red","Pinotage 2016 - Anura, Stellenbosch"
"Cabernet Sauvignon Grande Reserva 2014","Portugal","Lisboa","Casa do Lago",4.1,121,5.99,2014,"Red","Cabernet Sauvignon Grande Reserva 2014 - Casa do Lago, Lisboa"
"Reserva 2012","Spain","Rioja","Viña Olabarri",3.7,121,13.7,2012,"Red","Reserva 2012 - Viña Olabarri, Rioja"
"Special Reserve Cabernet Sauvignon 2013","Chile","Colchagua Valley","Siegel",3.7,121,12.62,2013,"Red","Special Reserve Cabernet Sauvignon 2013 - Siegel, Colchagua Valley"
"Tenuta Santedame Chianti Classico 2015","Italy","Chianti Classico","Ruffino",3.8,121,19.42,2015,"Red","Tenuta Santedame Chianti Classico 2015 - Ruffino, Chianti Classico"
"Caladessa Tinto 2016","Portugal","Alentejo","Herdade da Calada",4,121,9.9,2016,"Red","Caladessa Tinto 2016 - Herdade da Calada, Alentejo"
"Spätburgunder 2017","Germany","Ahr","Hand in Hand - Meyer-Näkel & Klumpp",3.9,121,12.5,2017,"Red","Spätburgunder 2017 - Hand in Hand - Meyer-Näkel & Klumpp, Ahr"
"Pietra Susumaniello 2018","Italy","Salento","Menhir",3.8,121,12.9,2018,"Red","Pietra Susumaniello 2018 - Menhir, Salento"
"Savigny Premier Cru 'Aux Clous' 2014","France","Savigny-lès-Beaune 1er Cru 'Aux Clous'","Ardhuy",3.8,121,23.59,2014,"Red","Savigny Premier Cru 'Aux Clous' 2014 - Ardhuy, Savigny-lès-Beaune 1er Cru 'Aux Clous'"
"Cabernet Sauvignon - Syrah 2018","France","Pays d'Oc","Anciens Temps",3.6,121,5.7,2018,"Red","Cabernet Sauvignon - Syrah 2018 - Anciens Temps, Pays d'Oc"
"Roches d'Hillac 2015","France","Buzet","Les Vignerons de Buzet",3.4,121,6.2,2015,"Red","Roches d'Hillac 2015 - Les Vignerons de Buzet, Buzet"
"La Cumbre Syrah 2015","Chile","Aconcagua Valley","Errazuriz",4.3,121,63.27,2015,"Red","La Cumbre Syrah 2015 - Errazuriz, Aconcagua Valley"
"Argile Rouge 2017","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,121,29.15,2017,"Red","Argile Rouge 2017 - Domaine des Ardoisieres, Vins des Allobroges"
"Brunello di Montalcino Riserva 2010","Italy","Brunello di Montalcino","Conti Costanti",4.5,121,144.53,2010,"Red","Brunello di Montalcino Riserva 2010 - Conti Costanti, Brunello di Montalcino"
"One Red Blend 2016","South Africa","Western Cape","Capaia",3.9,121,19.05,2016,"Red","One Red Blend 2016 - Capaia, Western Cape"
"Circle of Life Red 2015","South Africa","Stellenbosch","Waterkloof",3.7,121,16.9,2015,"Red","Circle of Life Red 2015 - Waterkloof, Stellenbosch"
